CALLE;NUMERO;M2;DOLARES;U_S_M2;PISO;AMBIENTES;DORMITORIO;ANTIGUEDAD;A_ESTRENAR;FRENTE_Y_CONTRA;EDIFICACION;BAUL;COCHERA;BANIOS;LAVADERO;DEPENDENCIA;TERRAZA;OBS1;FUENTE;DIRECCION;NOMB_CA_CO;AV_SCORE;AV_SIDE;BARRIOS;COMUNA;AREA;ZONA
        RODO, JOSE E.;3700;105;140000;1333,3;;3;2;30;A ESTRENAR;;;;;0;;;;;ZONAPROP.COM_PARQUE AVELLANEDA;3700 RODO, JOSE E.;JOSE ENRIQUE RODO;55;L;PARQUE AVELLANEDA;9;5.034.992.076;4
        AMENABAR;4100;102;200000;1960,8;9;5;4;28;;FRENTE;;SI;;1;;;TERRAZA;;BUSCAINMUEBLE/NUÑEZ;4100 AMENABAR;AMENABAR;100;L;SAAVEDRA;12;5.536.171.349;2
        ANASAGASTI;2000;87;225000;2586,2;;3;2;75;;FRENTE;;;;1;SI;SI;;;ARGENPROP.COM/BARRIONORTE;2000 ANASAGASTI;ANASAGASTI;37;;PALERMO;14;15.773.573.191;2
        FERNANDEZ;300;37;47500;1283,8;;1;0;;;FRENTE;;;;0;;;TERRAZA;;ZONAPROP.COM_VELEZ SARSFIELD;300 FERNANDEZ;FERNANDEZ;100;L;VELEZ SARSFIELD;10;2.400.948.744;3
        GUEMES;3600;110;285500;2595,5;4;3;3;;;CONTRAFRENTE;;;;2;SI;SI;BALCON;;ARGENPROP.COM/PALERMO;3600 GUEMES;GÜEMES;100;L;PALERMO;14;15.773.573.191;2
        ECUADOR;1400;67;155000;2313,4;;2;2;;;CONTRAFRENTE;POR ESCALERA;;;1;SI;;;;ARGENPROP.COM/BARRIONORTE;1400 ECUADOR;ECUADOR;100;L;RECOLETA;2;6.146.826.409;2
        VILLAFLOR AZUCENA;500;75;445000;5933,3;;2;1;7;;FRENTE;;SI;;2;SI;;TERRAZA;;ZONAPROP/PUERTO MADERO;500 VILLAFLOR AZUCENA;BOULEVAR AZUCENA VILLAFLOR;96;L;PUERTO MADERO;1;5.025.406.025;1
        ANCHORENA, TOMAS M. DE, DR;100;31;61000;1967,7;;2;1;2;;FRENTE;;;;1;SI;;TERRAZA;;BUSCAINMUEBLE/ONCE;100 ANCHORENA, TOMAS M. DE, DR;DOCTOR TOMAS MANUEL DE ANCHORENA;60;L;BALVANERA;3;4.341.063.997;3
        GALLO;1100;63;170000;2698,4;5;3;2;;A ESTRENAR;FRENTE;;;;2;;;;;ARGENPROP.COM/BARRIONORTE;1100 GALLO;GALLO;100;L;RECOLETA;2;6.146.826.409;2
        CORRIENTES;1600;28;52000;1857,1;;1;0;;;CONTRAFRENTE;;;;0;;;BALCON;;ZONAPROP.COM_TRIBUNALES;1600 CORRIENTES;AV. CORRIENTES;100;L;SAN NICOLAS;1;2.288.975.233;1
        SAN JUAN;1874;37;52700;1424,3;11;1;0;;A ESTRENAR;CONTRAFRENTE;;;;0;;;;;INMUEBLESCLARIN.COM/BALVANERA;1874 SAN JUAN;AV. SAN JUAN;100;L;SAN CRISTOBAL;3;2.043.952.644;4
        ANCHORENA, TOMAS M. DE, DR;100;39;63900;1638,5;;1;0;;;;;;;0;;;;;INMUEBLESCLARIN.COM/ALMAGRO;100 ANCHORENA, TOMAS M. DE, DR;DOCTOR TOMAS MANUEL DE ANCHORENA;60;L;BALVANERA;3;4.341.063.997;3
        CUENCA;4100;36;77900;2163,9;;1;1;12;;FRENTE;;;;1;SI;;BALCON;;ARGENPROP.COM/VILLADEVOTO;4100 CUENCA;CUENCA;100;L;AGRONOMIA;15;2.122.760,91;3
        ANCHORENA, TOMAS M. DE, DR;100;44;81000;1840,9;;2;1;;A ESTRENAR;;;;;0;;;;;INMUEBLESCLARIN.COM/BALVANERA;100 ANCHORENA, TOMAS M. DE, DR;DOCTOR TOMAS MANUEL DE ANCHORENA;60;L;BALVANERA;3;4.341.063.997;3
        ANCHORENA, TOMAS M. DE, DR;100;54;94000;1740,7;7;0;0;;;;;;;0;;;;;INMUEBLESCLARIN.COM/ABASTO;100 ANCHORENA, TOMAS M. DE, DR;DOCTOR TOMAS MANUEL DE ANCHORENA;60;L;BALVANERA;3;4.341.063.997;3
        VALLESE, FELIPE;700;50;157000;3140;;2;1;3;;FRENTE;;;SI;1;;;TERRAZA;;ZONAPROP/CABALLITO;700 VALLESE, FELIPE;FELIPE VALLESE;95;L;CABALLITO;6;6.851.079.059;3
        ROOSEVELT FRANKLIN D.;4800;36;78000;2166,7;;1;1;;A ESTRENAR;CONTRAFRENTE;;;;0;;;BALCON;;ARGENPROP.COM/VILLAURQUIZA;4800 ROOSEVELT FRANKLIN D.;FRANKLIN D. ROOSEVELT;96;L;VILLA URQUIZA;12;5.448.470.069;3
        JAURETCHE, ARTURO;100;98;280000;2857,1;;4;3;5;;FRENTE;;;SI;3;SI;;TERRAZA;;ZONAPROP/CABALLITO;100 JAURETCHE, ARTURO;ARTURO JAURETCHE;96;L;CABALLITO;6;6.851.079.059;3
        VENEZUELA;400;40;88000;2200;;2;1;80;;CONTRAFRENTE;;;;0;SI;SI;;;ZONAPROP.COM_MONSERRAT;400 VENEZUELA;VENEZUELA;100;L;MONTSERRAT;1;2.200.624.563;1
        URQUIZA, GRAL.;1400;39;67500;1730,8;3;1;0;;A ESTRENAR;;;;;0;;;;;ZONAPROP.COM_SAN CRISTOBAL;1400 URQUIZA, GRAL.;GRAL. URQUIZA;90;R;SAN CRISTOBAL;3;2.043.952.644;4
        ANCHORENA, TOMAS M. DE, DR;300;185;200000;1081,1;;4;3;51;;FRENTE;;;;2;SI;SI;TERRAZA;;BUSCAINMUEBLE/ONCE;300 ANCHORENA, TOMAS M. DE, DR;DOCTOR TOMAS MANUEL DE ANCHORENA;60;L;BALVANERA;3;4.341.063.997;3
        NEWBERY, JORGE;3900;48;129000;2687,5;;2;1;;A ESTRENAR;CONTRAFRENTE;SEMIPISO;;SI;1;;;BALCON;;ARGENPROP.COM/PALERMO;3900 NEWBERY, JORGE;AV. JORGE NEWBERY;95;L;CHACARITA;15;3.118.091.649;3
        PASTEUR;200;107;158000;1476,6;6;4;3;50;;FRENTE;;SI;;1;SI;SI;TERRAZA;;BUSCAINMUEBLE/ONCE;200 PASTEUR;PASTEUR;100;L;BALVANERA;3;4.341.063.997;3
        RIVADAVIA;3500;35;77000;2200;8;1;1;;A ESTRENAR;FRENTE;;;;1;;;;;ARGENPROP.COM/ALMAGRO;3500 RIVADAVIA;AV. RIVADAVIA;100;L;ALMAGRO;5;4.051.222.618;3
        PALESTINA;600;74;114000;1540,5;2;3;2;55;;FRENTE;;;;0;SI;SI;TERRAZA;;INMUEBLESCLARIN.COM/ALMAGRO;600 PALESTINA;PALESTINA;37;;ALMAGRO;5;4.051.222.618;3
        DOLORES;500;90;169000;1877,8;;4;3;35;;FRENTE;;;;0;SI;SI;TERRAZA;;ZONAPROP.COM_FLORESTA;500 DOLORES;DOLORES;100;L;FLORESTA;10;2.321.309.375;3
        MIRO;800;76;130000;1710,5;;2;1;7;;FRENTE;;;;0;SI;SI;;;ZONAPROP.COM_PARQUE CHACABUCO;800 MIRO;MIRO;100;L;PARQUE CHACABUCO;7;3.833.086.018;4
        ANCHORENA, TOMAS M. DE, DR;700;100;199000;1990;;4;3;50;;FRENTE;;SI;;2;;;BALCON;;ARGENPROP.COM/BALVANERA;700 ANCHORENA, TOMAS M. DE, DR;DOCTOR TOMAS MANUEL DE ANCHORENA;60;L;BALVANERA;3;4.341.063.997;3
        ANCHORENA, TOMAS M. DE, DR;800;44;110000;2500;3;1;1;30;;CONTRAFRENTE;SEMIPISO;;;1;SI;;BALCON;;ARGENPROP.COM/BARRIONORTE;800 ANCHORENA, TOMAS M. DE, DR;DOCTOR TOMAS MANUEL DE ANCHORENA;60;L;BALVANERA;3;4.341.063.997;3
        HOLMBERG;1900;73;169000;2315,1;4;3;2;1;A ESTRENAR;;;;SI;1;;;BALCON;;ARGENPROP.COM/VILLAURQUIZA;1900 HOLMBERG;HOLMBERG;100;L;VILLA URQUIZA;12;5.448.470.069;3
        CORDOBA;5400;20;67000;3350;4;1;1;;3;;;;;1;;;TERRAZA;;ARGENPROP.COM/PALERMO;5400 CORDOBA;AV. CORDOBA;100;L;VILLA CRESPO;15;3.613.373.642;3
        DELGADO;1400;101;252000;2502,7;;3;2;;;FRENTE;;;SI;2;;;TERRAZA;;ZONAPROP/COLEGIALES;1400 DELGADO;DELGADO;100;L;COLEGIALES;13;2.288.708.124;2
        LAS HERAS, GRAL.;3900;400;1350000;3375;;5;4;30;;FRENTE;DUPLEX;;SI;4;SI;;TERRAZA;;ARGENPROP.COM/BARRIONORTE;3900 LAS HERAS, GRAL.;AV. GRAL. LAS HERAS;91;L;PALERMO;14;15.773.573.191;2
        ANCHORENA, TOMAS M. DE, DR;900;180;475000;2638,9;7;4;4;;A ESTRENAR;;PISO;;SI;4;;;;;ARGENPROP.COM/BARRIONORTE;900 ANCHORENA, TOMAS M. DE, DR;DOCTOR TOMAS MANUEL DE ANCHORENA;60;L;BALVANERA;3;4.341.063.997;3
        ANCHORENA, TOMAS M. DE, DR;1100;37;73000;1973;PB;1;1;34;;;;SI;;0;SI;;;;ARGENPROP.COM/BARRIONORTE;1100 ANCHORENA, TOMAS M. DE, DR;DOCTOR TOMAS MANUEL DE ANCHORENA;60;L;RECOLETA;2;6.146.826.409;2
        GARAY, JUAN DE;300;206;450000;2184,5;;4;3;;;;;SI;;4;SI;SI;TERRAZA;;ZONAPROP.COM_SAN TELMO;300 GARAY, JUAN DE;AV. JUAN DE GARAY;95;L;SAN TELMO;1;1.233.152,82;4
        PRIMERA JUNTA;3600;148;147000;993,2;;4;3;2;;FRENTE;;SI;SI;0;SI;SI;TERRAZA;;ZONAPROP.COM_PARQUE AVELLANEDA;3600 PRIMERA JUNTA;PRIMERA JUNTA;100;L;FLORES;7;8.594.550.061;3
        RIVADAVIA;3200;36;76000;2111,1;10;1;1;45;;CONTRAFRENTE;;;;1;;;;;ARGENPROP.COM/ALMAGRO;3200 RIVADAVIA;AV. RIVADAVIA;100;L;BALVANERA;3;4.341.063.997;3
        REGIMIENTO DE PATRICIOS;100;82;206480;2518;5;4;3;;A ESTRENAR;FRENTE;;;SI;1;SI;;TERRAZA;;BUSCAINMUEBLE/BARRACAS;100 REGIMIENTO DE PATRICIOS;AV. REGIMIENTO DE PATRICIOS;100;L;BOCA;4;5.024.629.902;4
        DEL LIBERTADOR;4700;137;455000;3321,2;;3;2;50;;FRENTE;;SI;SI;4;SI;SI;TERRAZA;;ZONAPROP/BELGRANO;4700 DEL LIBERTADOR;AV. DEL LIBERTADOR;100;L;PALERMO;14;15.773.573.191;2
        DARREGUEYRA;2000;95;154000;1621,1;7;2;0;28;;FRENTE;;;;1;;;TERRAZA;;ARGENPROP.COM/PALERMO;2000 DARREGUEYRA;DARREGUEYRA;37;;PALERMO;14;15.773.573.191;2
        POSADAS;1100;172;550000;3197,7;3;3;3;;;FRENTE;;SI;SI;2;;SI;;;ARGENPROP.COM/BARRIONORTE;1100 POSADAS;POSADAS;100;L;RETIRO;1;4.547.765.746;1
        ANCHORENA, TOMAS M. DE, DR;1300;42;157500;3750;8;1;1;15;;FRENTE;;;;1;;;BALCON;;ARGENPROP.COM/BARRIONORTE;1300 ANCHORENA, TOMAS M. DE, DR;DOCTOR TOMAS MANUEL DE ANCHORENA;60;L;RECOLETA;2;6.146.826.409;2
        SANCHEZ DE BUSTAMANTE;1200;85;349000;4105,9;13;3;2;8;;FRENTE;;SI;SI;2;SI;;BALCON;;ARGENPROP.COM/PALERMO;1200 SANCHEZ DE BUSTAMANTE;SANCHEZ DE BUSTAMANTE;100;L;RECOLETA;2;6.146.826.409;2
        ANCHORENA, TOMAS M. DE, DR;1300;128;230000;1796,9;;3;2;;;FRENTE;;;;3;SI;SI;TERRAZA;;ZONAPROP/BARRIO NORTE;1300 ANCHORENA, TOMAS M. DE, DR;DOCTOR TOMAS MANUEL DE ANCHORENA;60;L;RECOLETA;2;6.146.826.409;2
        GURRUCHAGA;2400;29;95000;3275,9;;1;1;;A ESTRENAR;CONTRAFRENTE;;;;0;;;;;ARGENPROP.COM/PALERMO;2400 GURRUCHAGA;GURRUCHAGA;100;L;PALERMO;14;15.773.573.191;2
        TALCAHUANO;1100;120;350000;2916,7;1;4;3;40;;FRENTE;;SI;;2;;SI;PATIO;;INMUEBLESCLARIN.COM/BARIO NORTE;1100 TALCAHUANO;TALCAHUANO;100;L;RETIRO;1;4.547.765.746;1
        QUINTANA;400;24;82000;3416,7;;2;1;;;LATERAL;;;;0;;;;;INMUEBLESCLARIN.COM/BARIO NORTE;400 QUINTANA;PRESIDENTE QUINTANA;91;L;RECOLETA;2;6.146.826.409;2
        ANCHORENA, TOMAS M. DE, DR;1400;72;170000;2361,1;1;3;3;50;;FRENTE;;;;2;SI;SI;BALCON;;ARGENPROP.COM/BARRIONORTE;1400 ANCHORENA, TOMAS M. DE, DR;DOCTOR TOMAS MANUEL DE ANCHORENA;60;L;RECOLETA;2;6.146.826.409;2
        USPALLATA;700;39;73000;1871,8;1;1;1;;A ESTRENAR;CONTRAFRENTE;;;;1;SI;;TERRAZA;;BUSCAINMUEBLE/BARRACAS;700 USPALLATA;USPALLATA;100;L;BARRACAS;4;7.878.302.179;4
        DE LOS INCAS;4400;80;149000;1862,5;9;4;3;;;;;;;1;;;;;ARGENPROP.COM/VILLAURQUIZA;4400 DE LOS INCAS;AV. DE LOS INCAS;100;L;VILLA ORTUZAR;15;1.853.740.362;3
        VERA PENALOZA ROSARIO;500;200;945000;4725;;4;3;3;;FRENTE;;;SI;3;;;TERRAZA;;ZONAPROP/PUERTO MADERO;500 VERA PENALOZA ROSARIO;BOULEVAR ROSARIO VERA PEÑALOZA;97;L;PUERTO MADERO;1;5.025.406.025;1
        JUSTO, JUAN B.;3000;37;72000;1945,9;;2;1;30;;INTERNO;;;;5;SI;SI;;;ZONAPROP.COM_VILLA CRESPO;3000 JUSTO, JUAN B.;AV. JUAN B. JUSTO;90;L;VILLA CRESPO;15;3.613.373.642;3
        LARREA;700;21;74000;3523,8;7;1;0;;A ESTRENAR;;;;;0;;;;;INMUEBLESCLARIN.COM/BARIO NORTE;700 LARREA;LARREA;100;L;BALVANERA;3;4.341.063.997;3
        CRAMER;2400;170;535000;3147,1;12;4;3;2;;FRENTE;;SI;SI;2;SI;SI;TERRAZA;;INMUEBLESCLARIN.COM/BELGRANO;2400 CRAMER;AV. CRAMER;100;L;BELGRANO;13;7.929.988.805;2
        RIVADAVIA;2700;40;55000;1375;4;1;0;52;;LATERAL;;;;0;SI;;;;INMUEBLESCLARIN.COM/BALVANERA;2700 RIVADAVIA;AV. RIVADAVIA;100;L;BALVANERA;3;4.341.063.997;3
        ANCHORENA, TOMAS M. DE, DR;1700;48;99000;2062,5;;2;1;;;;;;;0;SI;;;;INMUEBLESCLARIN.COM/BARIO NORTE;1700 ANCHORENA, TOMAS M. DE, DR;DOCTOR TOMAS MANUEL DE ANCHORENA;60;L;RECOLETA;2;6.146.826.409;2
        GASCON;1000;78;130000;1666,7;7;4;3;30;;FRENTE;;;;0;SI;;;;INMUEBLESCLARIN.COM/ALMAGRO;1000 GASCON;GASCON;100;L;ALMAGRO;5;4.051.222.618;3
        ANCHORENA, TOMAS M. DE, DR;1800;40;100000;2500;1;2;1;35;;CONTRAFRENTE;;;;0;SI;;;;INMUEBLESCLARIN.COM/BARIO NORTE;1800 ANCHORENA, TOMAS M. DE, DR;DOCTOR TOMAS MANUEL DE ANCHORENA;60;L;RECOLETA;2;6.146.826.409;2
        HOLMBERG;2300;78;179809;2305,2;;2;2;;;;;;;2;;;;;ARGENPROP.COM/VILLAURQUIZA;2300 HOLMBERG;HOLMBERG;100;L;VILLA URQUIZA;12;5.448.470.069;3
        SAN JUAN;3000;48;92000;1916,7;;2;1;;;;;;;0;;;;;ZONAPROP.COM_SAN CRISTOBAL;3000 SAN JUAN;AV. SAN JUAN;100;L;SAN CRISTOBAL;3;2.043.952.644;4
        ANDALGALA;1600;50;78000;1560;;2;1;10;;FRENTE;;;;0;;;;;ZONAPROP.COM_MATADEROS;1600 ANDALGALA;ANDALGALA;100;L;MATADEROS;9;7.398.564,74;4
        OLAYA;1100;104;198000;1903,8;;3;2;30;;FRENTE;;;;0;;SI;TERRAZA;;ZONAPROP.COM_SAN TELMO;1100 OLAYA;OLAYA;100;L;CABALLITO;6;6.851.079.059;3
        RODRIGUEZ PENA;1700;250;550000;2200;1;5;4;40;;FRENTE;;SI;SI;2;SI;SI;TERRAZA;;INMUEBLESCLARIN.COM/BARIO NORTE;1700 RODRIGUEZ PENA;RODRIGUEZ PEÑA;100;L;RECOLETA;2;6.146.826.409;2
        MARECHAL, LEOPOLDO;1300;40;102300;2557,5;;1;0;;;FRENTE;;;;0;SI;SI;TERRAZA;;ZONAPROP.COM_PARQUE CENTENARIO;1300 MARECHAL, LEOPOLDO;LEOPOLDO MARECHAL;96;L;VILLA CRESPO;15;3.613.373.642;3
        LINIERS VIRREY;100;78;118000;1512,8;3;3;3;45;;CONTRAFRENTE;;SI;;1;;;BALCON;;ARGENPROP.COM/ALMAGRO;100 LINIERS VIRREY;VIRREY LINIERS;100;L;ALMAGRO;5;4.051.222.618;3
        PUEYRREDON;1700;50;227390;4547,8;5;1;1;4;;FRENTE;;;SI;1;;;BALCON;;ARGENPROP.COM/BARRIONORTE;1700 PUEYRREDON;AV. PUEYRREDON;100;L;RECOLETA;2;6.146.826.409;2
        CUBAS, JOSE;3400;97;165000;1701;;2;2;5;;;;;SI;1;;;BALCON;;ARGENPROP.COM/VILLADEVOTO;3400 CUBAS, JOSE;JOSE CUBAS;94;L;VILLA DEVOTO;11;6.403.818.336;3
        ROFFO, ANGEL H., DR.;7000;20;35000;1750;2;1;0;20;;LATERAL;;;;0;;;;;ZONAPROP.COM_LINIERS;7000 ROFFO, ANGEL H., DR.;DR. ANGEL H. ROFFO;52;R;LINIERS;9;4.374.207.539;3
        SAN MARTIN;5100;110;238000;2163,6;;4;3;;A ESTRENAR;FRENTE;;SI;SI;2;SI;SI;TERRAZA;;ZONAPROP.COM_VILLA DEL PARQUE;5100 SAN MARTIN;AV. SAN MARTIN;100;L;AGRONOMIA;15;2.122.760,91;3
        COMBATE DE LOS POZOS;500;82;140000;1707,3;;4;3;;;FRENTE;;;;2;SI;SI;BALCON;;ZONAPROP.COM_MONSERRAT;500 COMBATE DE LOS POZOS;COMBATE DE LOS POZOS;100;L;BALVANERA;3;4.341.063.997;3
        HORNOS, GRAL.;1000;76;130000;1710,5;;3;2;;;CONTRAFRENTE;;;SI;1;;;TERRAZA;;BUSCAINMUEBLE/BARRACAS;1000 HORNOS, GRAL.;GENERAL HORNOS;90;L;BARRACAS;4;7.878.302.179;4
        LOPEZ, CARLOS ANTONIO;3300;49;95000;1938,8;7;1;1;;;;;;;0;;;BALCON;;ARGENPROP.COM/VILLADEVOTO;3300 LOPEZ, CARLOS ANTONIO;CARLOS ANTONIO LOPEZ;96;L;VILLA PUEYRREDON;12;3.302.910,10;3
        SANABRIA;2600;62;89000;1435,5;1;2;1;30;;CONTRAFRENTE;;;;1;;;PATIO;;ARGENPROP.COM/VILLADEVOTO;2600 SANABRIA;SANABRIA;100;L;MONTE CASTRO;10;2.625.868.961;3
        HUMBOLDT;800;40;82500;2062,5;;2;1;4;;CONTRAFRENTE;;;;1;SI;;BALCON;;ARGENPROP.COM/PALERMO;800 HUMBOLDT;HUMBOLDT;100;L;VILLA CRESPO;15;3.613.373.642;3
        GARAY, JUAN DE;300;140;225000;1607,1;2;5;4;80;;FRENTE;;;;0;;;BALCON;;ZONAPROP.COM_SAN TELMO;300 GARAY, JUAN DE;AV. JUAN DE GARAY;95;L;SAN TELMO;1;1.233.152,82;4
        CORDOBA;6200;42;95000;2261,9;;0;0;;;CONTRAFRENTE;;;;1;;;BALCON;;ARGENPROP.COM/PALERMO;6200 CORDOBA;AV. CORDOBA;100;L;CHACARITA;15;3.118.091.649;3
        RECONQUISTA;900;46;105000;2282,6;;3;2;;;;;;;0;;;;;ZONAPROP.COM_RETIRO;900 RECONQUISTA;RECONQUISTA;100;L;RETIRO;1;4.547.765.746;1
        SALGUERO, JERONIMO;1100;38;83900;2207,9;;1;0;;A ESTRENAR;FRENTE;;SI;;1;;;TERRAZA;;ARGENPROP.COM/PALERMO;1100 SALGUERO, JERONIMO;JERONIMO SALGUERO;96;L;ALMAGRO;5;4.051.222.618;3
        ANDORRA;7500;30;60000;2000;;1;0;5;;FRENTE;;;;0;;;BALCON;;ZONAPROP.COM_LINIERS;7500 ANDORRA;ANDORRA;100;L;LINIERS;9;4.374.207.539;3
        LARREA;700;48;72000;1500;;2;1;65;;LATERAL;;;;1;;;TERRAZA;;ZONAPROP/BALVANERA;700 LARREA;LARREA;100;L;BALVANERA;3;4.341.063.997;3
        GURRUCHAGA;600;72;186613;2591,8;2;3;2;;A ESTRENAR;CONTRAFRENTE;;;;2;;;;;ZONAPROP.COM_SAN TELMO;600 GURRUCHAGA;GURRUCHAGA;100;L;VILLA CRESPO;15;3.613.373.642;3
        ARANGUREN, JUAN F., DR.;3600;65;95000;1461,5;;3;2;40;;FRENTE;;;;0;SI;SI;TERRAZA;;ZONAPROP.COM_LINIERS;3600 ARANGUREN, JUAN F., DR.;DR. JUAN FELIPE ARANGUREN;55;L;FLORESTA;10;2.321.309.375;3
        ARANGUREN, JUAN F., DR.;4500;125;159000;1272;;5;4;;;FRENTE;;SI;SI;0;;;;;ZONAPROP.COM_FLORESTA;4500 ARANGUREN, JUAN F., DR.;DR. JUAN FELIPE ARANGUREN;55;L;VELEZ SARSFIELD;10;2.400.948.744;3
        DIAZ COLODRERO;3400;95;130000;1368,4;PB;4;3;25;;LATERAL;;;;1;SI;;PATIO;;ARGENPROP.COM/VILLAURQUIZA;3400 DIAZ COLODRERO;DIAZ COLODRERO;100;L;VILLA URQUIZA;12;5.448.470.069;3
        ARAOZ;100;96;210000;2187,5;1;4;0;;;;;;;0;SI;;;;ARGENPROP.COM/VILLACRESPO;100 ARAOZ;ARAOZ;100;L;VILLA CRESPO;15;3.613.373.642;3
        ARAOZ;100;100;199000;1990;;4;3;40;;FRENTE;;;;0;;;;;ZONAPROP.COM_SAN TELMO;100 ARAOZ;ARAOZ;100;L;VILLA CRESPO;15;3.613.373.642;3
        PERON, JUAN DOMINGO, TTE.;2300;88;125000;1420,5;;3;2;;;;;;;0;;;;;INMUEBLESCLARIN.COM/BALVANERA;2300 PERON, JUAN DOMINGO, TTE.;TENIENTE GENERAL JUAN DOMINGO PERON;92;L;BALVANERA;3;4.341.063.997;3
        SANTA FE;2500;36;85000;2361,1;2;2;1;45;;INTERNA;;;;1;;;TERRAZA;;BUSCAINMUEBLE/BARRIO NORTE;2500 SANTA FE;AV. SANTA FE;100;L;RECOLETA;2;6.146.826.409;2
        LOPE DE VEGA;1800;30;60000;2000;;1;0;;A ESTRENAR;FRENTE;;;;0;;;;;ZONAPROP.COM_VERSALLES;1800 LOPE DE VEGA;AV. LOPE DE VEGA;100;L;MONTE CASTRO;10;2.625.868.961;3
        JUSTO, JUAN B.;4300;80;119000;1487,5;;3;2;50;;CONTRAFRENTE;;;;2;SI;SI;BALCON;;ZONAPROP.COM_PATERNAL;4300 JUSTO, JUAN B.;AV. JUAN B. JUSTO;90;L;VILLA GRAL. MITRE;11;2.162.702.276;3
        GALLARDO, ANGEL;700;69;115000;1666,7;;2;1;;;;;;;0;;;;;ZONAPROP.COM_PARQUE CENTENARIO;700 GALLARDO, ANGEL;AV. ANGEL GALLARDO;95;L;CABALLITO;6;6.851.079.059;3
        SCALABRINI ORTIZ, RAUL;2800;180;395000;2194,4;1;4;4;35;;FRENTE;SEMIPISO;SI;SI;2;;SI;BALCON;;ARGENPROP.COM/PALERMO;2800 SCALABRINI ORTIZ, RAUL;RAUL SCALABRINI ORTIZ;97;L;PALERMO;14;15.773.573.191;2
        DE LOS INCAS;5000;31;69000;2225,8;;1;0;;A ESTRENAR;FRENTE;;;;0;;;;;ZONAPROP.COM_PARQUE CHAS;5000 DE LOS INCAS;AV. DE LOS INCAS;100;L;PARQUE CHAS;15;1.384.889.921;3
        ISABEL LA CATOLICA;800;250;360000;1440;;4;3;6;;CONTRAFRENTE;;SI;SI;0;SI;SI;TERRAZA;;INMUEBLESCLARIN.COM/BARRACAS;800 ISABEL LA CATOLICA;ISABEL LA CATOLICA;100;L;BARRACAS;4;7.878.302.179;4
        TINOGASTA;5900;52;130000;2500;;3;2;40;;;;;;0;;;;;ZONAPROP.COM_VILLA RIACHUELO;5900 TINOGASTA;TINOGASTA;100;L;VILLA REAL;10;1.334.764,21;3
        PASCO;1100;60;92000;1533,3;;3;2;50;;CONTRAFRENTE;;SI;SI;0;SI;SI;BALCON;;ZONAPROP.COM_PARQUE PATRICIOS;1100 PASCO;PASCO;100;L;SAN CRISTOBAL;3;2.043.952.644;4
        ARAOZ;1300;39;125000;3205,1;1;1;1;;A ESTRENAR;CONTRAFRENTE;;;;1;;;PATIO;;ARGENPROP.COM/BARRIONORTE;1300 ARAOZ;ARAOZ;100;L;PALERMO;14;15.773.573.191;2
        PAZ, GRAL.;6500;62;80000;1290,3;PB;1;1;;A ESTRENAR;;;SI;;1;;;PATIO;;ARGENPROP.COM/VILLADEVOTO;6500 PAZ, GRAL.;AV. GENERAL PAZ;87;L;VILLA DEVOTO;11;6.403.818.336;3
        IRIARTE, GRAL.;1600;81;140000;1728,4;;4;3;;;FRENTE;;;;0;SI;;;;INMUEBLESCLARIN.COM/BARRACAS;1600 IRIARTE, GRAL.;IRIARTE;90;L;BARRACAS;4;7.878.302.179;4
        ARAOZ;1900;46;146000;3173,9;;2;1;3;;CONTRAFRENTE;;;;2;;;TERRAZA;;INMUEBLESCLARIN.COM/BARIO NORTE;1900 ARAOZ;ARAOZ;100;L;PALERMO;14;15.773.573.191;2
        LAS HERAS, GRAL.;4000;85;280000;3294,1;;2;2;40;;LATERAL;SEMIPISO;;;2;;SI;BALCON;;ARGENPROP.COM/PALERMO;4000 LAS HERAS, GRAL.;AV. GRAL. LAS HERAS;91;L;PALERMO;14;15.773.573.191;2
        CERVIÑO;4600;172;498000;2895,3;;3;3;;;;;;SI;2;SI;SI;BALCON;;ARGENPROP.COM/PALERMO;4600 CERVIÑO;AV. CERVIÑO;100;L;PALERMO;14;15.773.573.191;2
        MONTES DE OCA, MANUEL;200;149;395000;2651;;4;3;;;FRENTE;;;SI;3;SI;;TERRAZA;;ZONAPROP/BARRACAS;200 MONTES DE OCA, MANUEL;AV. MANUEL A. MONTES DE OCA;96;L;BARRACAS;4;7.878.302.179;4
        SEGUROLA;4300;238;620000;2605;6;5;4;;;FRENTE;;SI;SI;5;SI;;TERRAZA;;ARGENPROP.COM/VILLADEVOTO;4300 SEGUROLA;AV. SEGUROLA;100;L;VILLA DEVOTO;11;6.403.818.336;3
        HOLMBERG;2400;213;405000;1901,4;;4;3;;;FRENTE;;;;2;;;TERRAZA;;ZONAPROP/BELGRANO;2400 HOLMBERG;HOLMBERG;100;L;VILLA URQUIZA;12;5.448.470.069;3
        MENDOZA;5200;122;279000;2286,9;;3;3;8;;FRENTE;;;SI;3;SI;;BALCON;;ARGENPROP.COM/VILLAURQUIZA;5200 MENDOZA;AV. MENDOZA;100;L;VILLA URQUIZA;12;5.448.470.069;3
        ARAOZ;2600;118;358000;3033,9;;5;4;;;;;;;2;SI;SI;BALCON;;ARGENPROP.COM/BARRIONORTE;2600 ARAOZ;ARAOZ;100;L;PALERMO;14;15.773.573.191;2
